# (E [MeV])  (Flux [1/MeV/cm^2/s]
9.217400E+00  4.973414E+05
9.233700E+00  4.954116E+05
9.250000E+00  4.934714E+05
9.266400E+00  4.915261E+05
9.282700E+00  4.895705E+05
9.299000E+00  4.876045E+05
9.315400E+00  4.856282E+05
9.331700E+00  4.836571E+05
9.348000E+00  4.816808E+05
9.364400E+00  4.796994E+05
9.380700E+00  4.777128E+05
9.397100E+00  4.757107E+05
9.413400E+00  4.737035E+05
9.429700E+00  4.716962E+05
9.446100E+00  4.696890E+05
9.462400E+00  4.676766E+05
9.478700E+00  4.656539E+05
9.495100E+00  4.636208E+05
9.511400E+00  4.615878E+05
9.527700E+00  4.595496E+05
9.544100E+00  4.575114E+05
9.560400E+00  4.554680E+05
9.576800E+00  4.534195E+05
9.593100E+00  4.513555E+05
9.609400E+00  4.492915E+05
9.625800E+00  4.472275E+05
9.642100E+00  4.451635E+05
9.658400E+00  4.430944E+05
9.674800E+00  4.410200E+05
9.691100E+00  4.389302E+05
9.707400E+00  4.368404E+05
9.723800E+00  4.347558E+05
9.740100E+00  4.326660E+05
9.756500E+00  4.305710E+05
9.772800E+00  4.284709E+05
9.789100E+00  4.263605E+05
9.805500E+00  4.242500E+05
9.821800E+00  4.221448E+05
9.838100E+00  4.200343E+05
9.854500E+00  4.179187E+05
9.870800E+00  4.157980E+05
9.887100E+00  4.136669E+05
9.903500E+00  4.115306E+05
9.919800E+00  4.094099E+05
9.936200E+00  4.072840E+05
9.952500E+00  4.051529E+05
9.968800E+00  4.030115E+05
9.985200E+00  4.008649E+05
1.000200E+01  3.987132E+05
1.001800E+01  3.965770E+05
1.003400E+01  3.944356E+05
1.005100E+01  3.922890E+05
1.006700E+01  3.901373E+05
1.008300E+01  3.879804E+05
1.010000E+01  3.858132E+05
1.011600E+01  3.836615E+05
1.013200E+01  3.815098E+05
1.014900E+01  3.793529E+05
1.016500E+01  3.771857E+05
1.018100E+01  3.750185E+05
1.019800E+01  3.728461E+05
1.021400E+01  3.706841E+05
1.023000E+01  3.685220E+05
1.024700E+01  3.663548E+05
1.026300E+01  3.641825E+05
1.027900E+01  3.620050E+05
1.029600E+01  3.598326E+05
1.031200E+01  3.576654E+05
1.032800E+01  3.554930E+05
1.034500E+01  3.533258E+05
1.036100E+01  3.511483E+05
1.037700E+01  3.489605E+05
1.039400E+01  3.467881E+05
1.041000E+01  3.446158E+05
1.042600E+01  3.424434E+05
1.044300E+01  3.402710E+05
1.045900E+01  3.380935E+05
1.047500E+01  3.359057E+05
1.049200E+01  3.337282E+05
1.050800E+01  3.315610E+05
1.052400E+01  3.293938E+05
1.054100E+01  3.272162E+05
1.055700E+01  3.250439E+05
1.057300E+01  3.228560E+05
1.059000E+01  3.206837E+05
1.060600E+01  3.185216E+05
1.062200E+01  3.163544E+05
1.063900E+01  3.141872E+05
1.065500E+01  3.120149E+05
1.067100E+01  3.098374E+05
1.068800E+01  3.076650E+05
1.070400E+01  3.055081E+05
1.072000E+01  3.033512E+05
1.073700E+01  3.011892E+05
1.075300E+01  2.990272E+05
1.076900E+01  2.968600E+05
1.078600E+01  2.947031E+05
1.080200E+01  2.925514E+05
1.081800E+01  2.904048E+05
1.083500E+01  2.882531E+05
1.085100E+01  2.861014E+05
1.086700E+01  2.839496E+05
1.088400E+01  2.818031E+05
1.090000E+01  2.796668E+05
1.091600E+01  2.775358E+05
1.093300E+01  2.753995E+05
1.094900E+01  2.732581E+05
1.096500E+01  2.711219E+05
1.098200E+01  2.689908E+05
1.099800E+01  2.668752E+05
1.101400E+01  2.647544E+05
1.103100E+01  2.626337E+05
1.104700E+01  2.605129E+05
1.106300E+01  2.583922E+05
1.108000E+01  2.562869E+05
1.109600E+01  2.541868E+05
1.111200E+01  2.520918E+05
1.112900E+01  2.499917E+05
1.114500E+01  2.478916E+05
1.116100E+01  2.457863E+05
1.117800E+01  2.437068E+05
1.119400E+01  2.416325E+05
1.121000E+01  2.395582E+05
1.122700E+01  2.374838E+05
1.124300E+01  2.354044E+05
1.125900E+01  2.333249E+05
1.127600E+01  2.312712E+05
1.129200E+01  2.292227E+05
1.130800E+01  2.271742E+05
1.132500E+01  2.251308E+05
1.134100E+01  2.230823E+05
1.135700E+01  2.210286E+05
1.137400E+01  2.190059E+05
1.139000E+01  2.169832E+05
1.140600E+01  2.149656E+05
1.142300E+01  2.129480E+05
1.143900E+01  2.109253E+05
1.145500E+01  2.089129E+05
1.147200E+01  2.069160E+05
1.148800E+01  2.049294E+05
1.150400E+01  2.029428E+05
1.152100E+01  2.009562E+05
1.153700E+01  1.989696E+05
1.155300E+01  1.969933E+05
1.157000E+01  1.950325E+05
1.158600E+01  1.930769E+05
1.160200E+01  1.911264E+05
1.161900E+01  1.891811E+05
1.163500E+01  1.872254E+05
1.165100E+01  1.852904E+05
1.166800E+01  1.833658E+05
1.168400E+01  1.814514E+05
1.170000E+01  1.795422E+05
1.171700E+01  1.776330E+05
1.173300E+01  1.757186E+05
1.174900E+01  1.738198E+05
1.176600E+01  1.719364E+05
1.178200E+01  1.700684E+05
1.179800E+01  1.681954E+05
1.181500E+01  1.663274E+05
1.183100E+01  1.644544E+05
1.184800E+01  1.626019E+05
1.186400E+01  1.607701E+05
1.188000E+01  1.589383E+05
1.189700E+01  1.571168E+05
1.191300E+01  1.552902E+05
1.192900E+01  1.534687E+05
1.194600E+01  1.516576E+05
1.196200E+01  1.498722E+05
1.197800E+01  1.480920E+05
1.199500E+01  1.463118E+05
1.201100E+01  1.445368E+05
1.202700E+01  1.427669E+05
1.204400E+01  1.410022E+05
1.206000E+01  1.392684E+05
1.207600E+01  1.375346E+05
1.209300E+01  1.358112E+05
1.210900E+01  1.340826E+05
1.212500E+01  1.323643E+05
