# (E [MeV])  (Flux [1/MeV/cm^2/s]
2.483200E-01  2.198009E+11
2.487400E-01  2.200939E+11
2.491500E-01  2.203869E+11
2.495600E-01  2.206799E+11
2.499800E-01  2.209730E+11
2.503900E-01  2.212600E+11
2.508000E-01  2.215530E+11
2.512200E-01  2.218460E+11
2.516300E-01  2.221391E+11
2.520500E-01  2.224321E+11
2.524600E-01  2.227012E+11
2.528700E-01  2.229763E+11
2.532900E-01  2.232454E+11
2.537000E-01  2.235204E+11
2.541100E-01  2.237895E+11
2.545300E-01  2.240646E+11
2.549400E-01  2.243397E+11
2.553500E-01  2.246088E+11
2.557700E-01  2.248839E+11
2.561800E-01  2.251530E+11
2.566000E-01  2.254281E+11
2.570100E-01  2.256972E+11
2.574200E-01  2.259543E+11
2.578400E-01  2.262055E+11
2.582500E-01  2.264566E+11
2.586600E-01  2.267078E+11
2.590800E-01  2.269589E+11
2.594900E-01  2.272161E+11
2.599100E-01  2.274672E+11
2.603200E-01  2.277184E+11
2.607300E-01  2.279696E+11
2.611500E-01  2.282207E+11
2.615600E-01  2.284719E+11
2.619700E-01  2.287230E+11
2.623900E-01  2.289622E+11
2.628000E-01  2.291895E+11
2.632200E-01  2.294227E+11
2.636300E-01  2.296499E+11
2.640400E-01  2.298832E+11
2.644600E-01  2.301104E+11
2.648700E-01  2.303436E+11
2.652800E-01  2.305709E+11
2.657000E-01  2.308041E+11
2.661100E-01  2.310313E+11
2.665300E-01  2.312645E+11
2.669400E-01  2.314918E+11
2.673500E-01  2.317130E+11
2.677700E-01  2.319223E+11
2.681800E-01  2.321316E+11
2.685900E-01  2.323350E+11
2.690100E-01  2.325443E+11
2.694200E-01  2.327536E+11
2.698400E-01  2.329569E+11
2.702500E-01  2.331662E+11
2.706600E-01  2.333755E+11
2.710800E-01  2.335848E+11
2.714900E-01  2.337881E+11
2.719000E-01  2.339974E+11
2.723200E-01  2.342007E+11
2.727300E-01  2.343801E+11
2.731500E-01  2.345655E+11
2.735600E-01  2.347509E+11
2.739700E-01  2.349363E+11
2.743900E-01  2.351157E+11
2.748000E-01  2.353010E+11
2.752100E-01  2.354864E+11
2.756300E-01  2.356718E+11
2.760400E-01  2.358572E+11
2.764600E-01  2.360366E+11
2.768700E-01  2.362220E+11
2.772800E-01  2.364014E+11
2.777000E-01  2.365628E+11
2.781100E-01  2.367243E+11
2.785200E-01  2.368798E+11
2.789400E-01  2.370412E+11
2.793500E-01  2.372027E+11
2.797700E-01  2.373641E+11
2.801800E-01  2.375196E+11
2.805900E-01  2.376811E+11
2.810100E-01  2.378425E+11
2.814200E-01  2.379980E+11
2.818300E-01  2.381595E+11
2.822500E-01  2.383209E+11
2.826600E-01  2.384525E+11
2.830800E-01  2.385900E+11
2.834900E-01  2.387216E+11
2.839000E-01  2.388532E+11
2.843200E-01  2.389907E+11
2.847300E-01  2.391223E+11
2.851400E-01  2.392598E+11
2.855600E-01  2.393914E+11
2.859700E-01  2.395289E+11
2.863900E-01  2.396605E+11
2.868000E-01  2.397920E+11
2.872100E-01  2.399296E+11
2.876300E-01  2.400432E+11
2.880400E-01  2.401448E+11
2.884500E-01  2.402525E+11
2.888700E-01  2.403601E+11
2.892800E-01  2.404678E+11
2.897000E-01  2.405754E+11
2.901100E-01  2.406830E+11
2.905200E-01  2.407847E+11
2.909400E-01  2.408923E+11
2.913500E-01  2.410000E+11
2.917600E-01  2.411076E+11
2.921800E-01  2.412153E+11
2.925900E-01  2.413050E+11
2.930100E-01  2.413827E+11
2.934200E-01  2.414604E+11
2.938300E-01  2.415382E+11
2.942500E-01  2.416159E+11
2.946600E-01  2.416996E+11
2.950700E-01  2.417774E+11
2.954900E-01  2.418551E+11
2.959000E-01  2.419329E+11
2.963200E-01  2.420106E+11
2.967300E-01  2.420943E+11
2.971400E-01  2.421721E+11
2.975600E-01  2.422378E+11
2.979700E-01  2.422857E+11
2.983800E-01  2.423395E+11
2.988000E-01  2.423873E+11
2.992100E-01  2.424352E+11
2.996300E-01  2.424830E+11
3.000400E-01  2.425309E+11
3.004500E-01  2.425847E+11
3.008700E-01  2.426325E+11
3.012800E-01  2.426804E+11
3.016900E-01  2.427282E+11
3.021100E-01  2.427760E+11
3.025200E-01  2.428239E+11
3.029400E-01  2.428418E+11
3.033500E-01  2.428598E+11
3.037600E-01  2.428777E+11
3.041800E-01  2.428956E+11
3.045900E-01  2.429196E+11
3.050000E-01  2.429375E+11
3.054200E-01  2.429554E+11
3.058300E-01  2.429734E+11
3.062500E-01  2.429913E+11
3.066600E-01  2.430152E+11
3.070700E-01  2.430332E+11
3.074900E-01  2.430511E+11
3.079000E-01  2.430392E+11
3.083100E-01  2.430272E+11
3.087300E-01  2.430093E+11
3.091400E-01  2.429973E+11
3.095600E-01  2.429853E+11
3.099700E-01  2.429734E+11
3.103800E-01  2.429554E+11
3.108000E-01  2.429435E+11
3.112100E-01  2.429315E+11
3.116200E-01  2.429196E+11
3.120400E-01  2.429076E+11
3.124500E-01  2.428897E+11
3.128700E-01  2.428478E+11
3.132800E-01  2.428059E+11
3.136900E-01  2.427581E+11
3.141100E-01  2.427103E+11
3.145200E-01  2.426624E+11
3.149300E-01  2.426146E+11
3.153500E-01  2.425727E+11
3.157600E-01  2.425249E+11
3.161800E-01  2.424770E+11
3.165900E-01  2.424292E+11
3.170000E-01  2.423873E+11
3.174200E-01  2.423395E+11
3.178300E-01  2.422677E+11
3.182400E-01  2.421840E+11
3.186600E-01  2.421063E+11
3.190700E-01  2.420226E+11
3.194900E-01  2.419448E+11
3.199000E-01  2.418611E+11
3.203100E-01  2.417774E+11
3.207300E-01  2.416996E+11
3.211400E-01  2.416159E+11
3.215500E-01  2.415322E+11
3.219700E-01  2.414545E+11
3.223800E-01  2.413707E+11
3.228000E-01  2.412751E+11
3.232100E-01  2.411555E+11
3.236200E-01  2.410359E+11
3.240400E-01  2.409163E+11
3.244500E-01  2.407967E+11
3.248600E-01  2.406771E+11
3.252800E-01  2.405575E+11
3.256900E-01  2.404438E+11
3.261100E-01  2.403242E+11
3.265200E-01  2.402046E+11
3.269300E-01  2.400850E+11
3.273500E-01  2.399654E+11
3.277600E-01  2.398339E+11
3.281700E-01  2.396784E+11
3.285900E-01  2.395229E+11
3.290000E-01  2.393674E+11
3.294200E-01  2.392060E+11
3.298300E-01  2.390505E+11
3.302400E-01  2.388950E+11
3.306600E-01  2.387336E+11
3.310700E-01  2.385781E+11
3.314800E-01  2.384226E+11
3.319000E-01  2.382671E+11
3.323100E-01  2.381057E+11
3.327300E-01  2.379442E+11
3.331400E-01  2.377469E+11
3.335500E-01  2.375495E+11
3.339700E-01  2.373522E+11
3.343800E-01  2.371548E+11
3.347900E-01  2.369575E+11
3.352100E-01  2.367602E+11
3.356200E-01  2.365628E+11
3.360300E-01  2.363655E+11
3.364500E-01  2.361681E+11
3.368600E-01  2.359708E+11
3.372800E-01  2.357675E+11
3.376900E-01  2.355701E+11
3.381000E-01  2.353369E+11
3.385200E-01  2.350917E+11
3.389300E-01  2.348525E+11
3.393400E-01  2.346133E+11
3.397600E-01  2.343682E+11
3.401700E-01  2.341290E+11
3.405900E-01  2.338898E+11
3.410000E-01  2.336446E+11
3.414100E-01  2.334054E+11
3.418300E-01  2.331662E+11
3.422400E-01  2.329270E+11
3.426500E-01  2.326818E+11
3.430700E-01  2.324067E+11
3.434800E-01  2.321197E+11
3.439000E-01  2.318326E+11
3.443100E-01  2.315456E+11
3.447200E-01  2.312586E+11
3.451400E-01  2.309775E+11
3.455500E-01  2.306905E+11
3.459600E-01  2.304034E+11
3.463800E-01  2.301164E+11
3.467900E-01  2.298293E+11
3.472100E-01  2.295423E+11
3.476200E-01  2.292553E+11
3.480300E-01  2.289383E+11
3.484500E-01  2.286034E+11
3.488600E-01  2.282686E+11
3.492700E-01  2.279337E+11
3.496900E-01  2.275988E+11
3.501000E-01  2.272639E+11
3.505200E-01  2.269231E+11
3.509300E-01  2.265882E+11
3.513400E-01  2.262533E+11
3.517600E-01  2.259184E+11
3.521700E-01  2.255835E+11
