# (E [MeV])  (Flux [1/MeV/cm^2/s]
8.175300E-01  3.845852E+08
8.187200E-01  3.843906E+08
8.199100E-01  3.841960E+08
8.211000E-01  3.839736E+08
8.222800E-01  3.837512E+08
8.234700E-01  3.835288E+08
8.246600E-01  3.833064E+08
8.258500E-01  3.830840E+08
8.270400E-01  3.828616E+08
8.282200E-01  3.826114E+08
8.294100E-01  3.823890E+08
8.306000E-01  3.821388E+08
8.317900E-01  3.818886E+08
8.329800E-01  3.816384E+08
8.341700E-01  3.813882E+08
8.353500E-01  3.811102E+08
8.365400E-01  3.808600E+08
8.377300E-01  3.805820E+08
8.389200E-01  3.803040E+08
8.401100E-01  3.800260E+08
8.412900E-01  3.797202E+08
8.424800E-01  3.794144E+08
8.436700E-01  3.791364E+08
8.448600E-01  3.788306E+08
8.460500E-01  3.785248E+08
8.472400E-01  3.782190E+08
8.484200E-01  3.778854E+08
8.496100E-01  3.775796E+08
8.508000E-01  3.772738E+08
8.519900E-01  3.769402E+08
8.531800E-01  3.766066E+08
8.543600E-01  3.762730E+08
8.555500E-01  3.759394E+08
8.567400E-01  3.756058E+08
8.579300E-01  3.752444E+08
8.591200E-01  3.748830E+08
8.603100E-01  3.745216E+08
8.614900E-01  3.741602E+08
8.626800E-01  3.737988E+08
8.638700E-01  3.734096E+08
8.650600E-01  3.730204E+08
8.662500E-01  3.726312E+08
8.674400E-01  3.722698E+08
8.686200E-01  3.718806E+08
8.698100E-01  3.714636E+08
8.710000E-01  3.710744E+08
8.721900E-01  3.706574E+08
8.733800E-01  3.702404E+08
8.745600E-01  3.698512E+08
8.757500E-01  3.694342E+08
8.769400E-01  3.689894E+08
8.781300E-01  3.685446E+08
8.793200E-01  3.681276E+08
8.805100E-01  3.676828E+08
8.816900E-01  3.672380E+08
8.828800E-01  3.667932E+08
8.840700E-01  3.663484E+08
8.852600E-01  3.658758E+08
8.864500E-01  3.654310E+08
8.876300E-01  3.649862E+08
8.888200E-01  3.644858E+08
8.900100E-01  3.640132E+08
8.912000E-01  3.635406E+08
8.923900E-01  3.630680E+08
8.935800E-01  3.625676E+08
8.947600E-01  3.620672E+08
8.959500E-01  3.615668E+08
8.971400E-01  3.610386E+08
8.983300E-01  3.605382E+08
8.995200E-01  3.600378E+08
9.007000E-01  3.595096E+08
9.018900E-01  3.589814E+08
9.030800E-01  3.584532E+08
9.042700E-01  3.579250E+08
9.054600E-01  3.573968E+08
9.066500E-01  3.568408E+08
9.078300E-01  3.562848E+08
9.090200E-01  3.557288E+08
9.102100E-01  3.551728E+08
9.114000E-01  3.546168E+08
9.125900E-01  3.540608E+08
9.137700E-01  3.534770E+08
9.149600E-01  3.528932E+08
9.161500E-01  3.523372E+08
9.173400E-01  3.517534E+08
9.185300E-01  3.511696E+08
9.197200E-01  3.505580E+08
9.209000E-01  3.499464E+08
9.220900E-01  3.493626E+08
9.232800E-01  3.487510E+08
9.244700E-01  3.481394E+08
9.256600E-01  3.475000E+08
9.268400E-01  3.468884E+08
9.280300E-01  3.462768E+08
9.292200E-01  3.456374E+08
9.304100E-01  3.449980E+08
9.316000E-01  3.443308E+08
9.327900E-01  3.436914E+08
9.339700E-01  3.430520E+08
9.351600E-01  3.423848E+08
9.363500E-01  3.417176E+08
9.375400E-01  3.410504E+08
9.387300E-01  3.403832E+08
9.399100E-01  3.397160E+08
9.411000E-01  3.390210E+08
9.422900E-01  3.383260E+08
9.434800E-01  3.376310E+08
9.446700E-01  3.369360E+08
9.458600E-01  3.362410E+08
9.470400E-01  3.355460E+08
9.482300E-01  3.348232E+08
9.494200E-01  3.341004E+08
9.506100E-01  3.333776E+08
9.518000E-01  3.326548E+08
9.529800E-01  3.319320E+08
9.541700E-01  3.311814E+08
9.553600E-01  3.304308E+08
9.565500E-01  3.296802E+08
9.577400E-01  3.289296E+08
9.589300E-01  3.281790E+08
9.601100E-01  3.274284E+08
9.613000E-01  3.266500E+08
9.624900E-01  3.258716E+08
9.636800E-01  3.250932E+08
9.648700E-01  3.243148E+08
9.660600E-01  3.235086E+08
9.672400E-01  3.227302E+08
9.684300E-01  3.219240E+08
9.696200E-01  3.211178E+08
9.708100E-01  3.203116E+08
9.720000E-01  3.195054E+08
9.731800E-01  3.186714E+08
9.743700E-01  3.178374E+08
9.755600E-01  3.170312E+08
9.767500E-01  3.161972E+08
9.779400E-01  3.153632E+08
9.791300E-01  3.145014E+08
9.803100E-01  3.136674E+08
9.815000E-01  3.128056E+08
