# (E [MeV])  (Flux [1/MeV/cm^2/s]
1.170800E+00  1.937640E+08
1.172500E+00  1.936020E+08
1.174200E+00  1.934400E+08
1.175900E+00  1.932740E+08
1.177700E+00  1.931059E+08
1.179400E+00  1.929316E+08
1.181100E+00  1.927554E+08
1.182800E+00  1.925790E+08
1.184600E+00  1.924028E+08
1.186300E+00  1.922244E+08
1.188000E+00  1.920440E+08
1.189800E+00  1.918554E+08
1.191500E+00  1.916648E+08
1.193200E+00  1.914741E+08
1.194900E+00  1.912834E+08
1.196700E+00  1.910846E+08
1.198400E+00  1.908858E+08
1.200100E+00  1.906848E+08
1.201800E+00  1.904860E+08
1.203600E+00  1.902830E+08
1.205300E+00  1.900801E+08
1.207000E+00  1.898669E+08
1.208700E+00  1.896516E+08
1.210500E+00  1.894384E+08
1.212200E+00  1.892252E+08
1.213900E+00  1.890080E+08
1.215700E+00  1.887906E+08
1.217400E+00  1.885631E+08
1.219100E+00  1.883356E+08
1.220800E+00  1.881080E+08
1.222600E+00  1.878804E+08
1.224300E+00  1.876508E+08
1.226000E+00  1.874192E+08
1.227700E+00  1.871773E+08
1.229500E+00  1.869334E+08
1.231200E+00  1.866935E+08
1.232900E+00  1.864516E+08
1.234600E+00  1.862015E+08
1.236400E+00  1.859473E+08
1.238100E+00  1.856972E+08
1.239800E+00  1.854450E+08
1.241600E+00  1.851908E+08
1.243300E+00  1.849366E+08
1.245000E+00  1.846722E+08
1.246700E+00  1.844057E+08
1.248500E+00  1.841412E+08
1.250200E+00  1.838768E+08
1.251900E+00  1.836103E+08
1.253600E+00  1.833397E+08
1.255400E+00  1.830609E+08
1.257100E+00  1.827800E+08
1.258800E+00  1.825012E+08
1.260500E+00  1.822245E+08
1.262300E+00  1.819416E+08
1.264000E+00  1.816608E+08
1.265700E+00  1.813676E+08
1.267500E+00  1.810724E+08
1.269200E+00  1.807792E+08
1.270900E+00  1.804861E+08
1.272600E+00  1.801909E+08
1.274400E+00  1.798957E+08
