# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Al27  Si28  Si29  Si30  K39  K41
5.821418E+02  1.094054E+02  2.079451E+01  2.936682E-01  2.447235E-01  6.992100E-03  1.398420E-02  4.195260E-02  0.000000E+00
5.957016E+02  1.065392E+02  1.868809E+01  1.434917E-01  1.844894E-01  6.832940E-03  6.832940E-03  6.832940E-02  0.000000E+00
6.095773E+02  1.041875E+02  1.712754E+01  1.535803E-01  1.335481E-01  0.000000E+00  6.677404E-03  8.680625E-02  0.000000E+00
6.237762E+02  1.023575E+02  1.558920E+01  1.957622E-01  1.305081E-01  0.000000E+00  0.000000E+00  7.177948E-02  0.000000E+00
6.383058E+02  9.725366E+01  1.371665E+01  9.565306E-02  1.084068E-01  1.275374E-02  0.000000E+00  1.913061E-02  0.000000E+00
6.531738E+02  9.386833E+01  1.266285E+01  7.478059E-02  8.101230E-02  6.231716E-03  6.231716E-03  0.000000E+00  0.000000E+00
6.683882E+02  9.160374E+01  1.163164E+01  1.157074E-01  1.217973E-01  0.000000E+00  6.089864E-03  6.089864E-03  0.000000E+00
6.839570E+02  8.959595E+01  1.006950E+01  4.165870E-02  7.736615E-02  0.000000E+00  5.951242E-03  1.785373E-02  0.000000E+00
6.998884E+02  8.560821E+01  8.671321E+00  6.397353E-02  6.978930E-02  5.815775E-03  5.815775E-03  5.815775E-03  0.000000E+00
7.161909E+02  8.175560E+01  8.104517E+00  6.251731E-02  3.978375E-02  0.000000E+00  0.000000E+00  1.705018E-02  0.000000E+00
7.328731E+02  7.961136E+01  6.848110E+00  6.109425E-02  2.777011E-02  0.000000E+00  5.554022E-03  0.000000E+00  0.000000E+00
7.499439E+02  7.739211E+01  6.030061E+00  4.342078E-02  3.799318E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  7.546603E+01  5.229793E+00  3.182430E-02  4.243240E-02  0.000000E+00  0.000000E+00  1.060810E-02  0.000000E+00
7.852877E+02  7.298626E+01  4.711634E+00  2.073326E-02  1.554995E-02  0.000000E+00  0.000000E+00  1.036663E-02  0.000000E+00
8.035794E+02  6.977490E+01  4.173831E+00  1.519599E-02  2.026131E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  6.753818E+01  3.400669E+00  4.950028E-03  1.980011E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  6.363536E+01  2.999158E+00  1.451205E-02  9.674703E-03  0.000000E+00  0.000000E+00  4.837351E-03  0.000000E+00
8.610508E+02  6.257447E+01  2.486528E+00  2.363620E-02  1.418172E-02  0.000000E+00  4.727240E-03  0.000000E+00  0.000000E+00
8.811073E+02  6.024927E+01  1.991063E+00  9.239269E-03  9.239269E-03  4.619635E-03  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  5.834964E+01  1.914139E+00  9.028958E-03  1.354344E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  5.602439E+01  1.649982E+00  1.323515E-02  4.411717E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  5.374459E+01  1.470151E+00  4.311294E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  5.181762E+01  1.209176E+00  0.000000E+00  4.213157E-03  4.213157E-03  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  4.919706E+01  1.004610E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
